[2024-03-29 22:16:01.348] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1106.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11341.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11342.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11343.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11344.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11345.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11346.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11347.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11348.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11349.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1135.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11350.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11351.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11352.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11353.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11354.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11355.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11356.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11357.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11358.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11359.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1136.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11360.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.364] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11361.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11362.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11363.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11364.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11365.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11366.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11367.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11368.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11369.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1137.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [runner.cc:102] Writing git-diff-check predecessor error to C:\Users\Admin\Documents\MLAI\CSCN8010-labs\.trunk\out\jC1r3.yaml
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11370.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11371.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11372.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11373.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11374.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11375.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11376.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11377.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11378.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11379.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1138.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11380.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11381.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11382.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11383.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11384.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11385.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11386.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11387.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11388.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.365] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11389.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1139.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11390.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11391.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11392.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11393.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11394.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11395.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11396.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11397.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11398.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11399.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.114.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1140.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11400.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11401.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11402.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11403.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11404.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11405.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11406.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11407.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11408.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11409.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1141.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11410.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11411.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11412.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11413.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11414.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11415.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11416.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11417.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11418.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11419.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1142.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11420.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11421.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11422.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.367] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11423.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11424.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11425.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11426.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11427.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11428.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [runner.cc:102] Writing git-diff-check predecessor error to C:\Users\Admin\Documents\MLAI\CSCN8010-labs\.trunk\out\Wthk6.yaml
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11429.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1143.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11430.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11431.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11432.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11433.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11434.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11435.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11436.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11437.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11438.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11439.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1144.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11440.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11441.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11442.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11443.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11444.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11445.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.368] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11446.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11447.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11448.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11449.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1145.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11450.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11451.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11452.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11453.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11454.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11455.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11456.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11457.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11458.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11459.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1146.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11460.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11461.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11462.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11463.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11464.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11465.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11466.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11467.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11468.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11469.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1147.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11470.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11471.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11472.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11473.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11474.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11475.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11476.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11477.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11478.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11479.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.1148.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11480.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11481.jpg:HEAD] not cacheable, running linter
[2024-03-29 22:16:01.370] [global] [info] [cache.cc:972] [on-demand] [git-diff-check:lint:Lab10-1\Data\train\train\cat.11482.jpg:HEAD] not cacheable, running linter
